Species1.fasta,Species10.fasta,Species11.fasta,Species12.fasta,Species13.fasta,Species14.fasta,Species15.fasta,Species16.fasta,Species17.fasta,Species18.fasta,Species19.fasta,Species2.fasta,Species20.fasta,Species21.fasta,Species22.fasta,Species23.fasta,Species24.fasta,Species25.fasta,Species26.fasta,Species27.fasta,Species28.fasta,Species29.fasta,Species3.fasta,Species30.fasta,Species31.fasta,Species32.fasta,Species33.fasta,Species4.fasta,Species5.fasta,Species6.fasta,Species7.fasta,Species8.fasta,Species9.fasta
0.000684359,0.93333963,0.925244794,0.92078544,0.924498284,0.91944327,0.910567251,0.933517064,0.937905246,0.925657096,0.939799285,0.928951733,0.94144948,0.939937722,0.927564951,0.932149216,0.937963481,0.939412803,0.918449171,0.91348561,0.917436128,0.934172208,0.93880202,0.933909229,0.923432435,0.922834208,0.94302203,0.94185175,0.919786433,0.942470426,0.954305844,0.942786058,0.93341712
0.93333963,0.000670244,0.927258685,0.921744402,0.923389548,0.918234759,0.921689564,0.931255779,0.924967668,0.927642553,0.929823893,0.932724223,0.930016964,0.941662846,0.921878451,0.916687104,0.928897737,0.791216117,0.918454112,0.92222576,0.918545509,0.88355576,0.92643665,0.884339358,0.92672249,0.925162649,0.92874695,0.933345723,0.92380388,0.783171941,0.942382636,0.932456126,0.922396367
0.925244794,0.927258685,0.000705845,0.76668707,0.751158486,0.747796383,0.732718293,0.916076783,0.92962082,0.914414489,0.93057781,0.927671236,0.937607308,0.937876473,0.909396759,0.923587198,0.915991817,0.935167867,0.736004882,0.72668185,0.310519974,0.933700802,0.928174517,0.935687984,0.244802899,0.912032263,0.934236459,0.918831612,0.739159126,0.936443943,0.94472416,0.94101616,0.909255353
0.92078544,0.921744402,0.76668707,0.000699985,0.726443976,0.756817712,0.706106831,0.915927109,0.930623315,0.915446343,0.929428216,0.9274672,0.938987905,0.934258719,0.908191837,0.920358897,0.913989354,0.939378615,0.732392794,0.702651688,0.761529193,0.931446008,0.93332921,0.930535333,0.769633441,0.91156848,0.937868614,0.917868229,0.717014229,0.936824199,0.945909893,0.940422111,0.912035255
0.924498284,0.923389548,0.751158486,0.726443976,0.0007031,0.691273951,0.636747807,0.917254653,0.932240839,0.91065775,0.932178589,0.928923591,0.93313065,0.940644836,0.910717818,0.925533944,0.918132859,0.941361485,0.577964736,0.634659685,0.747449012,0.933433862,0.930519166,0.938195454,0.759831458,0.905628235,0.935492383,0.916103149,0.697999758,0.941208667,0.950473171,0.940330248,0.909307314
0.91944327,0.918234759,0.747796383,0.756817712,0.691273951,0.000710283,0.654932349,0.911977015,0.926010606,0.904563936,0.921955855,0.922753281,0.929264979,0.923800161,0.90123813,0.922928112,0.908640213,0.931247712,0.668552212,0.648591058,0.744090703,0.929878443,0.931161293,0.927035204,0.75095816,0.901905866,0.936642172,0.904495394,0.713424535,0.927732622,0.939172771,0.93723752,0.908950084
0.910567251,0.921689564,0.732718293,0.706106831,0.636747807,0.654932349,0.000709409,0.914996527,0.926644085,0.901522588,0.929891762,0.924540349,0.942483459,0.929942381,0.904344796,0.921262089,0.909908209,0.931418649,0.641943244,0.284722095,0.725205669,0.926516129,0.93070768,0.93038041,0.734814998,0.896584544,0.937031332,0.913314054,0.671461861,0.933252097,0.944406766,0.936900688,0.905942853
0.933517064,0.931255779,0.916076783,0.915927109,0.917254653,0.911977015,0.914996527,0.000689802,0.933212583,0.932222058,0.930281141,0.936002954,0.939828013,0.938254573,0.927731836,0.930654067,0.765075187,0.935207753,0.913740566,0.911541008,0.913402173,0.932848865,0.934996384,0.932377205,0.913870717,0.930647226,0.939584454,0.644093,0.911404349,0.935378074,0.94405943,0.939044163,0.757231075
0.937905246,0.924967668,0.92962082,0.930623315,0.932240839,0.926010606,0.926644085,0.933212583,0.00065808,0.928446117,0.560579479,0.928931989,0.933060151,0.938840088,0.92610286,0.561510894,0.932511451,0.933373029,0.926828593,0.925088064,0.924817452,0.926487731,0.669020152,0.929049213,0.930635616,0.925026562,0.668764787,0.936921201,0.93072787,0.932347548,0.941652032,0.910486952,0.92610286
0.925657096,0.927642553,0.914414489,0.915446343,0.91065775,0.904563936,0.901522588,0.932222058,0.928446117,0.000699871,0.932586509,0.91566833,0.937207817,0.914452181,0.647652852,0.927846848,0.922317938,0.933840257,0.907607785,0.905537639,0.910479631,0.929901161,0.933158368,0.929290205,0.914827586,0.240232652,0.937143363,0.928654076,0.907173128,0.930158195,0.937436091,0.938474611,0.923401678
