Species1.fasta,Species10.fasta,Species11.fasta,Species12.fasta,Species13.fasta,Species14.fasta,Species15.fasta,Species16.fasta,Species17.fasta,Species18.fasta,Species19.fasta,Species2.fasta,Species20.fasta,Species21.fasta,Species22.fasta,Species23.fasta,Species24.fasta,Species25.fasta,Species26.fasta,Species27.fasta,Species28.fasta,Species29.fasta,Species3.fasta,Species30.fasta,Species31.fasta,Species32.fasta,Species33.fasta,Species4.fasta,Species5.fasta,Species6.fasta,Species7.fasta,Species8.fasta,Species9.fasta
0.000718054,0.923213349,0.987504794,0.985603855,0.989707095,0.991627749,0.986412937,0.989422058,0.981936403,0.978373268,0.983739613,0.98710379,0.988796017,0.991912731,0.977451162,0.993463376,0.991950673,0.939017899,0.985914235,0.986731779,0.986565066,0.929050005,0.99384977,0.922680737,0.987719507,0.981310524,0.993522719,0.984344988,0.980203692,0.930455723,0.993477023,0.983593105,0.984641871
0.923213349,0.000708092,0.985743853,0.986994595,0.990369614,0.989687993,0.987881365,0.989144257,0.982399696,0.982249715,0.98375262,0.988582839,0.987624319,0.990482115,0.98109162,0.990451197,0.990449026,0.691558882,0.98761004,0.989032842,0.987272538,0.814488771,0.991171821,0.808389234,0.987345332,0.984473257,0.990878676,0.985141643,0.9837784,0.676599182,0.991036952,0.983529494,0.98835122
0.987504794,0.985743853,0.00071936,0.712019364,0.716262119,0.705897466,0.691172611,0.904699305,0.955689574,0.943212786,0.958772659,0.940430772,0.983235098,0.941230876,0.942787042,0.961253739,0.89056063,0.989991129,0.700928011,0.689565063,0.292896873,0.987382941,0.961583298,0.984743638,0.22179847,0.943968847,0.959406434,0.907953047,0.69801387,0.98876568,0.949855296,0.956870079,0.95343063
0.985603855,0.986994595,0.712019364,0.000733947,0.682053833,0.694717576,0.64323739,0.908528993,0.954705077,0.939608636,0.956067201,0.943416015,0.985516501,0.941915904,0.940566213,0.962048799,0.891675125,0.989418597,0.67113729,0.64240286,0.704664799,0.989672196,0.961895413,0.984933939,0.708644977,0.938400791,0.962056728,0.90537381,0.661742212,0.989420371,0.953749425,0.956323024,0.944511483
0.989707095,0.990369614,0.716262119,0.682053833,0.000745002,0.648857943,0.593308486,0.912742311,0.956024175,0.940424061,0.957341888,0.94654393,0.987283348,0.943531435,0.940534941,0.965267824,0.896885748,0.991374747,0.528799787,0.589280561,0.714282247,0.990422974,0.96584055,0.984602446,0.715526588,0.943070703,0.966725996,0.909068208,0.656942376,0.99236042,0.957368967,0.956513857,0.949624326
0.991627749,0.989687993,0.705897466,0.694717576,0.648857943,0.000739671,0.5968847,0.910050285,0.954447692,0.94086968,0.955475382,0.945248605,0.985832673,0.949458927,0.939820554,0.965429421,0.900229231,0.990927457,0.620252281,0.59779042,0.703238609,0.990090663,0.965216319,0.982785372,0.707708903,0.942515072,0.966300949,0.905777457,0.663983471,0.991651171,0.959802797,0.95430019,0.952259111
0.986412937,0.987881365,0.691172611,0.64323739,0.593308486,0.5968847,0.000756092,0.902476895,0.953263721,0.93210993,0.951124537,0.941038799,0.985442107,0.939146423,0.93396007,0.960109628,0.887238858,0.988655221,0.582253062,0.251276817,0.687445981,0.988650647,0.960197507,0.982404769,0.694062691,0.935987217,0.961731692,0.901549424,0.623584722,0.988941476,0.95148409,0.955909551,0.946438661
0.989422058,0.989144257,0.904699305,0.908528993,0.912742311,0.910050285,0.902476895,0.000714346,0.950123625,0.94565514,0.951605797,0.948089207,0.983359087,0.949021826,0.943670845,0.955074246,0.712235986,0.990527877,0.905717909,0.904428118,0.905287979,0.99038605,0.9580127,0.984363034,0.907166444,0.946567915,0.958662602,0.583369299,0.901934522,0.989947761,0.952495066,0.952251913,0.887971704
0.981936403,0.982399696,0.955689574,0.954705077,0.956024175,0.954447692,0.953263721,0.950123625,0.000701374,0.955760355,0.477777224,0.953501802,0.977227816,0.953379545,0.954100222,0.476824899,0.948180369,0.983544181,0.950245883,0.954106657,0.956307298,0.982767507,0.594148776,0.982889731,0.955889048,0.954865943,0.593615854,0.951764454,0.963552684,0.983043193,0.955234685,0.899702777,0.974543021
0.978373268,0.982249715,0.943212786,0.939608636,0.940424061,0.94086968,0.93210993,0.94565514,0.955760355,0.000703503,0.956398879,0.918311735,0.978207332,0.916813635,0.52418376,0.956160182,0.93786151,0.984009363,0.937525854,0.938137675,0.936581213,0.983641362,0.957463377,0.983509746,0.943592369,0.187142411,0.956374848,0.94435655,0.938689285,0.983782752,0.933798257,0.955534246,0.969067838
0.983739613,0.98375262,0.958772659,0.956067201,0.957341888,0.955475382,0.951124537,0.951605797,0.477777224,0.956398879,0.000702378,0.955520906,0.979211645,0.955234752,0.954408807,0.438821566,0.951566776,0.985530151,0.957361398,0.956893146,0.952399224,0.984693681,0.593973991,0.984369173,0.95741993,0.956652516,0.591584379,0.953186148,0.955839578,0.984867842,0.957468817,0.898207916,0.977665339
0.98710379,0.988582839,0.940430772,0.943416015,0.94654393,0.945248605,0.941038799,0.948089207,0.953501802,0.918311735,0.955520906,0.000713901,0.983929438,0.343084456,0.915772604,0.960006205,0.94262344,0.989794321,0.941517186,0.942790432,0.939780273,0.989752197,0.962831759,0.984442838,0.943921457,0.919658579,0.961950466,0.94231779,0.936453643,0.98948099,0.743254312,0.956202162,0.971294938
0.988796017,0.987624319,0.983235098,0.985516501,0.987283348,0.985832673,0.985442107,0.983359087,0.977227816,0.978207332,0.979211645,0.983929438,0.00070054,0.986979574,0.97730221,0.987308146,0.984189815,0.988410702,0.984400597,0.985900867,0.984729169,0.988416798,0.987134561,0.981772476,0.984977147,0.980265554,0.988777419,0.980029974,0.978356119,0.987741209,0.985814075,0.977822965,0.988293861
0.991912731,0.990482115,0.941230876,0.941915904,0.943531435,0.949458927,0.939146423,0.949021826,0.953379545,0.916813635,0.955234752,0.343084456,0.986979574,0.000730835,0.914582664,0.961770851,0.942058956,0.990891674,0.940431154,0.939954188,0.941053925,0.990429128,0.965291227,0.98344222,0.945537649,0.91746754,0.964700771,0.943001938,0.938323272,0.992245243,0.746362126,0.95584594,0.970372322
0.977451162,0.98109162,0.942787042,0.940566213,0.940534941,0.939820554,0.93396007,0.943670845,0.954100222,0.52418376,0.954408807,0.915772604,0.97730221,0.914582664,0.000703613,0.955190596,0.935958185,0.982983577,0.936065424,0.938127022,0.934863812,0.982453657,0.956302309,0.982877453,0.942283327,0.519125566,0.954999695,0.944014477,0.939158987,0.982770405,0.932219388,0.954879051,0.969719239
0.993463376,0.990451197,0.961253739,0.962048799,0.965267824,0.965429421,0.960109628,0.955074246,0.476824899,0.956160182,0.438821566,0.960006205,0.987308146,0.961770851,0.955190596,0.000698102,0.956451058,0.991971135,0.961143853,0.962210397,0.961169708,0.990619899,0.591520766,0.984142039,0.960917616,0.958105817,0.589590408,0.954182227,0.955772348,0.992699889,0.96036445,0.898195194,0.978034036
0.991950673,0.990449026,0.89056063,0.891675125,0.896885748,0.900229231,0.887238858,0.712235986,0.948180369,0.93786151,0.951566776,0.94262344,0.984189815,0.942058956,0.935958185,0.956451058,0.000723698,0.990754505,0.889525743,0.888679017,0.889909303,0.990927595,0.960166295,0.985148796,0.891964604,0.938368098,0.962012973,0.713826114,0.885161846,0.99146325,0.953649575,0.951151441,0.725043738
0.939017899,0.691558882,0.989991129,0.989418597,0.991374747,0.990927457,0.988655221,0.990527877,0.983544181,0.984009363,0.985530151,0.989794321,0.988410702,0.990891674,0.982983577,0.991971135,0.990754505,0.000697773,0.988416666,0.991267398,0.989108475,0.827570989,0.991416495,0.825412066,0.989621369,0.985947622,0.991338964,0.98643666,0.985303524,0.344169195,0.991076554,0.984283701,0.989508055
0.985914235,0.98761004,0.700928011,0.67113729,0.528799787,0.620252281,0.582253062,0.905717909,0.950245883,0.937525854,0.957361398,0.941517186,0.984400597,0.940431154,0.936065424,0.961143853,0.889525743,0.988416666,0.000745751,0.580093491,0.696443672,0.989967584,0.961826748,0.98349133,0.699606008,0.937945339,0.961137876,0.904655455,0.650621362,0.98870506,0.95232033,0.956163996,0.949613239
0.986731779,0.989032842,0.689565063,0.64240286,0.589280561,0.59779042,0.251276817,0.904428118,0.954106657,0.938137675,0.956893146,0.942790432,0.985900867,0.939954188,0.938127022,0.962210397,0.888679017,0.991267398,0.580093491,0.000739291,0.685534439,0.990595283,0.96142724,0.985154935,0.690574351,0.940782918,0.96180045,0.90398499,0.620690348,0.98979015,0.951184542,0.954440135,0.946185772
0.986565066,0.987272538,0.292896873,0.704664799,0.714282247,0.703238609,0.687445981,0.905287979,0.956307298,0.936581213,0.952399224,0.939780273,0.984729169,0.941053925,0.934863812,0.961169708,0.889909303,0.989108475,0.696443672,0.685534439,0.000731762,0.98996143,0.963137632,0.981741782,0.288325578,0.936932161,0.961950466,0.906037433,0.693606226,0.988086741,0.951515293,0.956163996,0.95235144
0.929050005,0.814488771,0.987382941,0.989672196,0.990422974,0.990090663,0.988650647,0.99038605,0.982767507,0.983641362,0.984693681,0.989752197,0.988416798,0.990429128,0.982453657,0.990619899,0.990927595,0.827570989,0.989967584,0.990595283,0.98996143,0.000701546,0.989610657,0.169724538,0.990232203,0.985672153,0.990749131,0.986004465,0.985013685,0.820237235,0.989869122,0.984232138,0.989339885
0.99384977,0.991171821,0.961583298,0.961895413,0.96584055,0.965216319,0.960197507,0.9580127,0.594148776,0.957463377,0.593973991,0.962831759,0.987134561,0.965291227,0.956302309,0.591520766,0.960166295,0.991416495,0.961826748,0.96142724,0.963137632,0.989610657,0.000699138,0.984706805,0.960522106,0.957756765,0.122136928,0.95506009,0.956695574,0.992208871,0.959459565,0.899765758,0.978150374
0.922680737,0.808389234,0.984743638,0.984933939,0.984602446,0.982785372,0.982404769,0.984363034,0.982889731,0.983509746,0.984369173,0.984442838,0.981772476,0.98344222,0.982877453,0.984142039,0.985148796,0.825412066,0.98349133,0.985154935,0.981741782,0.169724538,0.984706805,0.000705958,0.983779852,0.984792748,0.984209565,0.984768193,0.984743638,0.813805499,0.984209565,0.983945598,0.989132854
0.987719507,0.987345332,0.22179847,0.708644977,0.715526588,0.707708903,0.694062691,0.907166444,0.955889048,0.943592369,0.95741993,0.943921457,0.984977147,0.945537649,0.942283327,0.960917616,0.891964604,0.989621369,0.699606008,0.690574351,0.288325578,0.990232203,0.960522106,0.983779852,0.000723995,0.944374869,0.961462912,0.907371521,0.695561873,0.989808336,0.95962182,0.955368857,0.954254843
0.981310524,0.984473257,0.943968847,0.938400791,0.943070703,0.942515072,0.935987217,0.946567915,0.954865943,0.187142411,0.956652516,0.919658579,0.980265554,0.91746754,0.519125566,0.958105817,0.938368098,0.985947622,0.937945339,0.940782918,0.936932161,0.985672153,0.957756765,0.984792748,0.944374869,0.000715424,0.958362568,0.944739673,0.93861306,0.985643772,0.933916829,0.95550244,0.968047658
